"Affy_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"	"diffexpressed2"	"Gene.Symbol"	"Symbol"
"1561091_at"	0.206666666666666	3.46666666666667	1.36868130460056	0.203423315734172	0.577266620854299	-5.97192881497523	"NO"	"NO"	"LINC01209"	"LINC01209"
"1561096_at"	-0.0399999999999996	2.83	-0.343037595644455	0.739239354601039	0.923120585437873	-6.84274198396403	"NO"	"NO"	"LINC01091"	"LINC01091"
"1561098_at"	-0.0566666666666671	2.645	-0.523487865482419	0.612946587313982	0.87288504195026	-6.75875080988678	"NO"	"NO"	"LINC00616"	"LINC00616"
"1561099_at"	0.126666666666668	3.56	1.25572657146326	0.240013129364108	0.620782338236559	-6.10875325111137	"NO"	"NO"	"LOC642757"	"LOC642757"
"1561101_at"	0.02	3.19666666666667	0.167510993867381	0.870573967904964	0.965070456990383	-6.89151931154794	"NO"	"NO"	"JAKMIP2-AS1"	"JAKMIP2-AS1"
"1561102_at"	-0.126666666666666	4.46333333333333	-0.848309233629897	0.417681362227945	0.772178171151378	-6.52683420852768	"NO"	"NO"	"LOC101929488"	"LOC101929488"
"1561103_at"	0.153333333333332	2.96333333333333	1.38314535901277	0.199097398847449	0.571074205207379	-5.95383909358591	"NO"	"NO"	"LOC101929757"	"LOC101929757"
"1561104_at"	0.19	2.85166666666667	1.70459071075352	0.121561091944942	0.453139183527742	-5.52269025485387	"NO"	"NO"	"LOC101926962"	"LOC101926962"
"1561106_at"	-0.00999999999999979	2.64166666666667	-0.0934205208763596	0.927562207017602	0.980939888009892	-6.90210439727022	"NO"	"NO"	"LINC00271"	"LINC00271"
"1561110_at"	-0.0400000000000005	2.36	-0.439675234489093	0.670268041732932	0.89549530975033	-6.80193686484387	"NO"	"NO"	"BC042825 /// RP1-179N16.6"	"BC042825"
"1561113_at"	-0.0500000000000003	2.90833333333333	-0.419840393216579	0.684188101678118	0.902092805518739	-6.81110501539073	"NO"	"NO"	"CTD-2302E22.4"	"CTD-2302E22.4"
"1561125_at"	0.123333333333332	3.105	1.21837276118912	0.253250996094566	0.635063957469904	-6.15218522490792	"NO"	"NO"	"MTHFD1L"	"MTHFD1L"
"1561127_at"	0.0299999999999985	4.755	0.289258057632129	0.778763993740369	0.936232576744314	-6.86119493782683	"NO"	"NO"	"ADARB2-AS1"	"ADARB2-AS1"
"1561132_at"	0.203333333333333	3.47833333333333	1.90354679759801	0.0885051460725575	0.384053854192628	-5.232531395238	"NO"	"NO"	"DHX35"	"DHX35"
"1561141_at"	0.0466666666666655	3.36	0.3829986895229	0.710375995798195	0.91261929944926	-6.8270510656034	"NO"	"NO"	"LOC101929504"	"LOC101929504"
