"Gene_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Symbol"
"GI_10190747-S"	0.00245528551839147	7.34643120909382	0.172675956321459	0.86416273900092	0.926761167186068	-6.49867537417655	"SCUBE2"
"GI_10198655-S"	0.00626553165958921	7.29509875341265	0.517449042071312	0.608954120446995	0.760573545292364	-6.37872317461059	"AMHR2"
"GI_10257436-S"	-0.00682700514100354	7.28930300209198	-0.545018690369486	0.590106099392198	0.746413417710481	-6.36402830379536	"TTYH1"
"GI_10280617-S"	-0.383851850114596	8.23035703037216	-4.89091336037386	3.84402449231114e-05	0.00103788661292401	2.15274002861978	"ATP12A"
"GI_10280625-S"	0.0983955629598263	7.39510180241166	3.64413941005558	0.00109524425180922	0.00999759314413855	-1.04183480385293	"APS"
"GI_10337584-S"	0.00436357631335582	7.30102979107421	0.240407904350802	0.811785939788235	0.895607576793501	-6.48451569753692	"DEFA5"
"GI_10337586-S"	0.0398252463742885	7.31471051521078	2.89659580496388	0.00728977900128246	0.0380558454560433	-2.81055660846861	"FGF6"
"GI_10337596-S"	0.000840248404506916	7.30139126194041	0.0654744180870477	0.948266938202357	0.972894062974489	-6.51160846233475	"SCN2A2"
"GI_10337606-S"	-0.0187404660302839	7.37997914375412	-0.71484047298494	0.480694460825337	0.658434989229477	-6.25716955720678	"PTTG3"
"GI_10337608-S"	0.0475856531867693	7.36640219835699	2.38232954491651	0.0243203685627927	0.0899329268111529	-3.9024398463168	"CTAG2"
"GI_10337610-S"	0.0660449173214186	7.35957515355355	2.92233054516501	0.00684630300308325	0.0362911536906669	-2.75280877313128	"NEUROG3"
"GI_10346128-S"	-0.00920562313078754	7.32365880687306	-0.775260688815131	0.444759617397571	0.62755942769991	-6.21245023996513	"DDX43"
"GI_10346134-S"	0.0573034265784509	7.4757776057665	1.69145517231824	0.101981937796985	0.24089894404537	-5.1352005360048	"MAPRE2"
"GI_10440557-S"	0.020800931025617	7.32635581669686	1.19826254930339	0.240975588466092	0.426971224554616	-5.8046000812395	"RFPL1"
"GI_10440561-S"	-0.00533942325939929	7.30349745815975	-0.352121395164838	0.7274144051694	0.840830149674668	-6.45107431956594	"FHR-3"
"GI_10440563-S"	-0.0232451946555301	7.29060600923659	-1.69050350370693	0.102165703547721	0.241169287990811	-5.13667594118323	"TLX3"
"GI_10440565-S"	-0.0120383719691075	7.30584758428329	-0.997932049479683	0.326957919871545	0.517122553593361	-6.0180356728213	"LZTS1"
"GI_10442821-S"	-0.137519661168663	7.52138864609307	-3.41526858047107	0.00198433567263199	0.0150973167670351	-1.60106025371472	"BIRC6"
"GI_10518496-S"	-0.178970418258211	7.81653100138231	-2.37989861235507	0.0244532064560606	0.0902870512478622	-3.90728890416188	"DLL1"
"GI_10518498-S"	0.217629849479651	7.60646529671	3.71927409962507	0.00089922319729339	0.00870416603612211	-0.8555593288638	"RNF24"
"GI_10518499-S"	-0.65077620863706	8.96988404097786	-3.30669369983005	0.00262056902045955	0.0184462613212356	-1.86148022655799	"F3"
