"Gene_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"	"diffexpressed2"	"Symbol"
"GI_23312375-A"	0.00940047254328658	7.36049306270514	0.64421000596115	0.522729684810793	0.906309877449171	-6.1682779962508	"NO"	"NO"	"PPEF1"
"GI_23312391-S"	0.00429308649227167	7.53899461058838	0.17405427038808	0.862608295263098	0.979480307646621	-6.35835055081684	"NO"	"NO"	"TIGD2"
"GI_23312393-S"	-0.00932603847466584	7.27874533174383	-0.762453197151797	0.449792303934985	0.882587415227885	-6.08661643254109	"NO"	"NO"	"TIGD3"
"GI_23346408-S"	0.10346884866415	8.64420832388392	1.70145240817064	0.0958015041973786	0.574540316771787	-4.98166947033755	"NO"	"NO"	"C20orf111"
"GI_23346411-S"	-0.00743791744254541	7.32887451144139	-0.714036792647314	0.478914594234733	0.893449826962292	-6.12167593421718	"NO"	"NO"	"TAIP-2"
"GI_23346413-S"	-0.0512240575466194	8.38916321362163	-1.37576019480248	0.175747083187485	0.702419899785109	-5.45337806556521	"NO"	"NO"	"MARK3"
"GI_23346417-S"	-0.0206018437754052	7.8730472895276	-0.503342522832424	0.61719366209086	0.930879806221789	-6.24794123084145	"NO"	"NO"	"MINA53"
"GI_23346419-S"	0.0130723673281983	7.33165353028228	0.334997236037504	0.739193379841644	0.95722114634353	-6.31773218450016	"NO"	"NO"	"NFRKB"
"GI_23346423-S"	0.0064036232135134	7.24627525017091	0.513065155703254	0.610430912787583	0.929121125728991	-6.24306281265513	"NO"	"NO"	"LOC253559"
"GI_23346425-S"	0.119604231731802	10.67540614499	1.23548112051702	0.223102216631549	0.746742121521827	-5.62839373339415	"NO"	"NO"	"ATP5A1"
"GI_23346426-S"	-0.179619316496043	7.75691676586437	-3.28516604930641	0.00198614135679842	0.133701550458064	-1.58828705304131	"NO"	"NO"	"C21orf56"
"GI_23346635-S"	0.00296413715045496	7.28007117257447	0.262375738308432	0.794236590946449	0.967459258171357	-6.33923063954287	"NO"	"NO"	"DHH"
"GI_23346636-S"	-0.054361277840151	7.80642387723219	-1.37199067511867	0.176909502914389	0.704480948103325	-5.45830738996667	"NO"	"NO"	"PRO1580"
