Id	Description	Map id	Map name	Symbol	Abbreviation	Synonyms	References	Elements	Reaction external id	Mechanical Confidence Score	Lower Bound	Upper Bound	Gene Protein Reaction	Subsystem	Reaction type
619670		16167	CFTR_network_edit				PUBMED:26618866,PUBMED:15479737	REACTANT:1496129,PRODUCT:1496211	e25__e25_r						Positive influence
619671		16167	CFTR_network_edit				PUBMED:12411484,PUBMED:15766278	REACTANT:1496178,PRODUCT:1496121	e202__e202_r						Positive influence
619672		16167	CFTR_network_edit					REACTANT:1496186,PRODUCT:1496272	e225__e225_r						Positive influence
619673		16167	CFTR_network_edit				PUBMED:15215316,PUBMED:16207813	REACTANT:1496137,PRODUCT:1495993	e45__e45_r						Positive influence
619674		16167	CFTR_network_edit				PUBMED:10562288	REACTANT:1496290,PRODUCT:1495975	e277__e277_r						Negative influence
619675		16167	CFTR_network_edit				PUBMED:15611333,PUBMED:11146634	REACTANT:1496149,PRODUCT:1496289	e78__e78_r						Positive influence
619676		16167	CFTR_network_edit				PUBMED:18216283,PUBMED:16901789	REACTANT:1496162,PRODUCT:1496118	e30__e30_r						Positive influence
619677		16167	CFTR_network_edit					REACTANT:1495991,PRODUCT:1496172	e263__e263_r						Positive influence
619678		16167	CFTR_network_edit				PUBMED:26618866,PUBMED:15479737	REACTANT:1496191,PRODUCT:1496211	e77__e77_r						Positive influence
619679		16167	CFTR_network_edit				PUBMED:15611333,PUBMED:15215316,PUBMED:18485199,PUBMED:18042044	REACTANT:1496149,PRODUCT:1495993	e46__e46_r						Positive influence
619680		16167	CFTR_network_edit					REACTANT:1496153,PRODUCT:1496148	e83__e83_r						Positive influence
619681		16167	CFTR_network_edit					REACTANT:1496174,PRODUCT:1496181	e187__e187_r						Negative influence
619682		16167	CFTR_network_edit					REACTANT:1496114,PRODUCT:1496182	e271__e271_r						Positive influence
619683		16167	CFTR_network_edit				PUBMED:18285607,PUBMED:10075921,PUBMED:7692448,PUBMED:23990462,PUBMED:11404246,PUBMED:9325249,PUBMED:22701530	REACTANT:1495980,PRODUCT:1496289	e49__e49_r						Positive influence
619684		16167	CFTR_network_edit				PUBMED:23818989	REACTANT:1496213,PRODUCT:1496171	e152__e152_r						Positive influence
619685		16167	CFTR_network_edit				PUBMED:20130090,PUBMED:27308891,PUBMED:23818989	REACTANT:1496077,PRODUCT:1496265	e236__e236_r						Positive influence
619686		16167	CFTR_network_edit				PUBMED:17613530	REACTANT:1496249,PRODUCT:1496120	e176__e176_r						Negative influence
619687		16167	CFTR_network_edit				PUBMED:16527813,PUBMED:23818989	REACTANT:1496085,PRODUCT:1496301	e20__e20_r						Positive influence
619688		16167	CFTR_network_edit					REACTANT:1496061,PRODUCT:1496286	e178__e178_r						Positive influence
619689		16167	CFTR_network_edit				PUBMED:9452498,PUBMED:28514442	REACTANT:1496180,PRODUCT:1496039	e9__e9_r						Positive influence
619690		16167	CFTR_network_edit				PUBMED:12588899,PUBMED:1377674	REACTANT:1496139,PRODUCT:1496113	e146__e146_r						Positive influence
619691		16167	CFTR_network_edit				PUBMED:21995445,PUBMED:23181163,PUBMED:15247260,PUBMED:22399289	REACTANT:1496298,PRODUCT:1496153	e240__e240_r						Positive influence
619692		16167	CFTR_network_edit					REACTANT:1496208,PRODUCT:1496211	re305						Positive influence
619693		16167	CFTR_network_edit				PUBMED:32144307,PUBMED:26618866,PUBMED:10075921,PUBMED:21148293,PUBMED:18556464,PUBMED:17110338,PUBMED:11146634	REACTANT:1496105,PRODUCT:1496172	e6__e6_r						Positive influence
619694		16167	CFTR_network_edit					REACTANT:1496148,PRODUCT:1496230	e101__e101_r						Positive influence
