Symbol	pathway_name
2729	ISG15	RIG-I-like receptor signaling pathway
2730	STING1	RIG-I-like receptor signaling pathway
2731	OTUD5	RIG-I-like receptor signaling pathway
2732	SIKE1	RIG-I-like receptor signaling pathway
2733	DDX3X	RIG-I-like receptor signaling pathway
2734	PIN1	RIG-I-like receptor signaling pathway
2735	UBL5	RIG-I-like receptor signaling pathway
2736	TKFC	RIG-I-like receptor signaling pathway
2737	NLRX1	RIG-I-like receptor signaling pathway
2738	IKBKB	RIG-I-like receptor signaling pathway
2739	IRF3	RIG-I-like receptor signaling pathway
2740	IRF7	RIG-I-like receptor signaling pathway
2741	NFKB1	RIG-I-like receptor signaling pathway
2742	TANK	RIG-I-like receptor signaling pathway
2743	MAPK14	RIG-I-like receptor signaling pathway
2744	MAPK8	RIG-I-like receptor signaling pathway
2745	IKBKE	RIG-I-like receptor signaling pathway
2746	TBK1	RIG-I-like receptor signaling pathway
2747	IFNA1	RIG-I-like receptor signaling pathway
2748	IFNA13	RIG-I-like receptor signaling pathway
2749	IFNB1	RIG-I-like receptor signaling pathway
2750	IFNW1	RIG-I-like receptor signaling pathway
2751	IFNE	RIG-I-like receptor signaling pathway
2752	IFNK	RIG-I-like receptor signaling pathway
2753	CXCL8	RIG-I-like receptor signaling pathway
2754	TNF	RIG-I-like receptor signaling pathway
2755	IL12A	RIG-I-like receptor signaling pathway
2756	CXCL10	RIG-I-like receptor signaling pathway
2757	C7	RIG-I-like receptor signaling pathway
2758	DDX58	Cytosolic DNA-sensing pathway
2759	MAVS	Cytosolic DNA-sensing pathway
2760	TBK1	Cytosolic DNA-sensing pathway
2761	IKBKE	Cytosolic DNA-sensing pathway
2762	ZBP1	Cytosolic DNA-sensing pathway
2763	RIPK1	Cytosolic DNA-sensing pathway
2764	CHUK	Cytosolic DNA-sensing pathway
2765	NFKBIA	Cytosolic DNA-sensing pathway
2766	AIM2	Cytosolic DNA-sensing pathway
2767	PYCARD	Cytosolic DNA-sensing pathway
2768	NFKB1	Cytosolic DNA-sensing pathway
2769	IRF3	Cytosolic DNA-sensing pathway
2770	IRF7	Cytosolic DNA-sensing pathway
2771	CASP1	Cytosolic DNA-sensing pathway
2772	RIPK3	Cytosolic DNA-sensing pathway
2773	IL6	Cytosolic DNA-sensing pathway
2774	HGF	Cytosolic DNA-sensing pathway
2775	IFNA1	Cytosolic DNA-sensing pathway
2776	IFNA13	Cytosolic DNA-sensing pathway
2777	IFNB1	Cytosolic DNA-sensing pathway
2778	CCL4L1	Cytosolic DNA-sensing pathway
2779	CCL5	Cytosolic DNA-sensing pathway
2780	CXCL10	Cytosolic DNA-sensing pathway
2781	C7	Cytosolic DNA-sensing pathway
2782	IL1B	Cytosolic DNA-sensing pathway
2783	IL18	Cytosolic DNA-sensing pathway
2784	IL33	Cytosolic DNA-sensing pathway
2785	SYK	C-type lectin receptor signaling pathway
2786	RRAS2	C-type lectin receptor signaling pathway
2787	CALML6	C-type lectin receptor signaling pathway
2788	PRKCD	C-type lectin receptor signaling pathway
2789	ARHGEF12	C-type lectin receptor signaling pathway
2790	CLEC6A	C-type lectin receptor signaling pathway
2791	CLEC4M	C-type lectin receptor signaling pathway
2792	CLEC4E	C-type lectin receptor signaling pathway
2793	CLEC4D	C-type lectin receptor signaling pathway
2794	FCER1G	C-type lectin receptor signaling pathway
2795	NFKB1	C-type lectin receptor signaling pathway
2796	RELA	C-type lectin receptor signaling pathway
2797	MDM2	C-type lectin receptor signaling pathway
2798	BCL3	C-type lectin receptor signaling pathway
2799	IRF9	C-type lectin receptor signaling pathway
2800	STAT1	C-type lectin receptor signaling pathway
2801	RAF1	C-type lectin receptor signaling pathway
2802	IKBKG	C-type lectin receptor signaling pathway
2803	CARD9	C-type lectin receptor signaling pathway
2804	BCL10	C-type lectin receptor signaling pathway
2805	RELB	C-type lectin receptor signaling pathway
2806	NLRP3	C-type lectin receptor signaling pathway
2807	AVP	C-type lectin receptor signaling pathway
2808	MAP3K14	C-type lectin receptor signaling pathway
2809	CHUK	C-type lectin receptor signaling pathway
2810	MAPK14	C-type lectin receptor signaling pathway
2811	MAPK8	C-type lectin receptor signaling pathway
2812	MAPK1	C-type lectin receptor signaling pathway
2813	IKBKE	C-type lectin receptor signaling pathway
2814	MAPKAPK2	C-type lectin receptor signaling pathway
2815	AKT3	C-type lectin receptor signaling pathway
2816	PPP3CA	C-type lectin receptor signaling pathway
2817	CCN1	C-type lectin receptor signaling pathway
2818	CBLB	C-type lectin receptor signaling pathway
2819	CYLD	C-type lectin receptor signaling pathway
2820	LSP1	C-type lectin receptor signaling pathway
2821	CLEC1B	C-type lectin receptor signaling pathway
2822	CLEC2B	C-type lectin receptor signaling pathway
2823	CLEC7A	C-type lectin receptor signaling pathway
2824	SRC	C-type lectin receptor signaling pathway
2825	PAK1	C-type lectin receptor signaling pathway
2826	RHOA	C-type lectin receptor signaling pathway
2827	NFATC1	C-type lectin receptor signaling pathway
2828	JUN	C-type lectin receptor signaling pathway
2829	PIK3CA	C-type lectin receptor signaling pathway
2830	CASP8	C-type lectin receptor signaling pathway
2831	PLCG2	C-type lectin receptor signaling pathway
2832	PTPN11	C-type lectin receptor signaling pathway
2833	IRF1	C-type lectin receptor signaling pathway
2834	STAT2	C-type lectin receptor signaling pathway
2835	KSR1	C-type lectin receptor signaling pathway
2836	PLK3	C-type lectin receptor signaling pathway
2837	MALT1	C-type lectin receptor signaling pathway
2838	NFKB2	C-type lectin receptor signaling pathway
2839	PYCARD	C-type lectin receptor signaling pathway
2840	IL2	C-type lectin receptor signaling pathway
2841	IL10	C-type lectin receptor signaling pathway
2842	EGR2	C-type lectin receptor signaling pathway
2843	CHN1	C-type lectin receptor signaling pathway
2844	PTGS2	C-type lectin receptor signaling pathway
2845	IL12A	C-type lectin receptor signaling pathway
2846	IL17D	C-type lectin receptor signaling pathway
2847	PLCG1	Natural killer cell mediated cytotoxicity
2848	HLA-B	Natural killer cell mediated cytotoxicity
2849	HLA-A	Natural killer cell mediated cytotoxicity
2850	HLA-G	Natural killer cell mediated cytotoxicity
2851	HLA-C	Natural killer cell mediated cytotoxicity
2852	CD48	Natural killer cell mediated cytotoxicity
2853	TNFSF10	Natural killer cell mediated cytotoxicity
2854	FASLG	Natural killer cell mediated cytotoxicity
2855	GZMB	Natural killer cell mediated cytotoxicity
2856	KIR3DL3	Natural killer cell mediated cytotoxicity
2857	KIR2DL1	Natural killer cell mediated cytotoxicity
2858	KIR2DL3	Natural killer cell mediated cytotoxicity
2859	CD244	Natural killer cell mediated cytotoxicity
2860	SH2D1A	Natural killer cell mediated cytotoxicity
2861	MTCP1	Natural killer cell mediated cytotoxicity
2862	TYROBP	Natural killer cell mediated cytotoxicity
2863	FCER1G	Natural killer cell mediated cytotoxicity
2864	CD247	Natural killer cell mediated cytotoxicity
2865	ZAP70	Natural killer cell mediated cytotoxicity
2866	SYK	Natural killer cell mediated cytotoxicity
2867	HCST	Natural killer cell mediated cytotoxicity
2868	PIK3CA	Natural killer cell mediated cytotoxicity
2869	PTK2B	Natural killer cell mediated cytotoxicity
2870	RAC1	Natural killer cell mediated cytotoxicity
2871	LCP2	Natural killer cell mediated cytotoxicity
2872	LAT	Natural killer cell mediated cytotoxicity
2873	SHC2	Natural killer cell mediated cytotoxicity
2874	GRB2	Natural killer cell mediated cytotoxicity
2875	SOS1	Natural killer cell mediated cytotoxicity
2876	HGF	Natural killer cell mediated cytotoxicity
2877	HRAS	Natural killer cell mediated cytotoxicity
2878	MAPK1	Natural killer cell mediated cytotoxicity
2879	NFATC1	Natural killer cell mediated cytotoxicity
2880	IFNGR1	Natural killer cell mediated cytotoxicity
2881	IFNG	Natural killer cell mediated cytotoxicity
2882	IFNA1	Natural killer cell mediated cytotoxicity
2883	IFNA13	Natural killer cell mediated cytotoxicity
2884	IFNAR1	Natural killer cell mediated cytotoxicity
2885	AVP	Natural killer cell mediated cytotoxicity
2886	PAK1	Natural killer cell mediated cytotoxicity
2887	MAP2K1	Natural killer cell mediated cytotoxicity
2888	ARAF	Natural killer cell mediated cytotoxicity
2889	LCK	Natural killer cell mediated cytotoxicity
2890	FYN	Natural killer cell mediated cytotoxicity
2891	SLK	Natural killer cell mediated cytotoxicity
2892	PTPN6	Natural killer cell mediated cytotoxicity
2893	PTPN11	Natural killer cell mediated cytotoxicity
2894	PPP3CA	Natural killer cell mediated cytotoxicity
2895	CCN1	Natural killer cell mediated cytotoxicity
2896	SH3BP2	Natural killer cell mediated cytotoxicity
2897	IGHV4-38-2	Natural killer cell mediated cytotoxicity
2898	PRKCA	Natural killer cell mediated cytotoxicity
2899	KIR2DS2	Natural killer cell mediated cytotoxicity
2900	TNFRSF10B	Natural killer cell mediated cytotoxicity
2901	FAS	Natural killer cell mediated cytotoxicity
2902	CASP3	Natural killer cell mediated cytotoxicity
2903	BID	Natural killer cell mediated cytotoxicity
2904	SH2D1B	Natural killer cell mediated cytotoxicity
2905	TNF	Natural killer cell mediated cytotoxicity
2906	CSF2	Natural killer cell mediated cytotoxicity
2907	NCR2	Natural killer cell mediated cytotoxicity
2908	NCR1	Natural killer cell mediated cytotoxicity
2909	FCGR3A	Natural killer cell mediated cytotoxicity
2910	NCR3	Natural killer cell mediated cytotoxicity
2911	HLA-A	Antigen processing and presentation
2912	HLA-DMA	Antigen processing and presentation
2913	CD74	Antigen processing and presentation
2914	IFNG	Antigen processing and presentation
2915	TNF	Antigen processing and presentation
2916	CIITA	Antigen processing and presentation
2917	CD8A	Antigen processing and presentation
2918	CD4	Antigen processing and presentation
2919	CTSB	Antigen processing and presentation
2920	LGMN	Antigen processing and presentation
2921	TAPBP	Antigen processing and presentation
2922	PSME3	Antigen processing and presentation
2923	CREB1	Antigen processing and presentation
2924	NFYA	Antigen processing and presentation
2925	KIR2DS2	Antigen processing and presentation
2926	KIR2DL1	Antigen processing and presentation
2927	TAP1	Antigen processing and presentation
2928	PTPN6	T cell receptor signaling pathway
2929	NCK1	T cell receptor signaling pathway
2930	ITK	T cell receptor signaling pathway
2931	PLCG1	T cell receptor signaling pathway
2932	GRAP2	T cell receptor signaling pathway
2933	LAT	T cell receptor signaling pathway
2934	GRB2	T cell receptor signaling pathway
2935	CD4	T cell receptor signaling pathway
2936	ZAP70	T cell receptor signaling pathway
2937	CBLB	T cell receptor signaling pathway
2938	ICOS	T cell receptor signaling pathway
2939	CD28	T cell receptor signaling pathway
2940	PIK3CA	T cell receptor signaling pathway
2941	SOS1	T cell receptor signaling pathway
2942	HGF	T cell receptor signaling pathway
2943	RASGRP1	T cell receptor signaling pathway
2944	NFKBIA	T cell receptor signaling pathway
2945	HRAS	T cell receptor signaling pathway
2946	RAF1	T cell receptor signaling pathway
2947	MAP2K1	T cell receptor signaling pathway
2948	PRKCQ	T cell receptor signaling pathway
2949	MAP2K7	T cell receptor signaling pathway
2950	MAPK8	T cell receptor signaling pathway
2951	AKT3	T cell receptor signaling pathway
2952	GSK3B	T cell receptor signaling pathway
2953	MAPK14	T cell receptor signaling pathway
2954	BCL10	T cell receptor signaling pathway
2955	MAP3K7	T cell receptor signaling pathway
2956	PTPRC	T cell receptor signaling pathway
2957	CD3E	T cell receptor signaling pathway
2958	CD247	T cell receptor signaling pathway
2959	FYN	T cell receptor signaling pathway
2960	SLK	T cell receptor signaling pathway
2961	PPP3CA	T cell receptor signaling pathway
2962	CCN1	T cell receptor signaling pathway
2963	MAP3K8	T cell receptor signaling pathway
2964	IKBKB	T cell receptor signaling pathway
2965	PDPK1	T cell receptor signaling pathway
2966	PDK1	T cell receptor signaling pathway
2967	PDPK2P	T cell receptor signaling pathway
2968	DLG1	T cell receptor signaling pathway
2969	LCK	T cell receptor signaling pathway
2970	MAPK1	T cell receptor signaling pathway
2971	NFATC1	T cell receptor signaling pathway
2972	FOS	T cell receptor signaling pathway
2973	NFKB1	T cell receptor signaling pathway
2974	PDCD1	T cell receptor signaling pathway
2975	CTLA4	T cell receptor signaling pathway
2976	LCP2	T cell receptor signaling pathway
2977	CD40LG	T cell receptor signaling pathway
2978	CARD11	T cell receptor signaling pathway
2979	MAP3K14	T cell receptor signaling pathway
2980	IL2	T cell receptor signaling pathway
2981	IL4	T cell receptor signaling pathway
2982	IL5	T cell receptor signaling pathway
2983	IL10	T cell receptor signaling pathway
2984	IFNG	T cell receptor signaling pathway
2985	CSF2	T cell receptor signaling pathway
2986	TNF	T cell receptor signaling pathway
2987	CDK4	T cell receptor signaling pathway
2988	DLL3	Th1 and Th2 cell differentiation
2989	IFNG	Th1 and Th2 cell differentiation
2990	IFNGR1	Th1 and Th2 cell differentiation
2991	IL12A	Th1 and Th2 cell differentiation
2992	IL12RB1	Th1 and Th2 cell differentiation
2993	STAT1	Th1 and Th2 cell differentiation
2994	STAT4	Th1 and Th2 cell differentiation
2995	TBX21	Th1 and Th2 cell differentiation
2996	HLA-DMA	Th1 and Th2 cell differentiation
2997	CD4	Th1 and Th2 cell differentiation
2998	LCK	Th1 and Th2 cell differentiation
2999	ZAP70	Th1 and Th2 cell differentiation
3000	LAT	Th1 and Th2 cell differentiation
3001	PPP3CA	Th1 and Th2 cell differentiation
3002	CCN1	Th1 and Th2 cell differentiation
3003	CHUK	Th1 and Th2 cell differentiation
3004	NFKB1	Th1 and Th2 cell differentiation
3005	MAPK1	Th1 and Th2 cell differentiation
3006	MAPK14	Th1 and Th2 cell differentiation
3007	MAPK8	Th1 and Th2 cell differentiation
3008	IL2	Th1 and Th2 cell differentiation
3009	IL4	Th1 and Th2 cell differentiation
3010	IL2RA	Th1 and Th2 cell differentiation
3011	IL4R	Th1 and Th2 cell differentiation
3012	NFATC1	Th1 and Th2 cell differentiation
3013	FOS	Th1 and Th2 cell differentiation
3014	JUN	Th1 and Th2 cell differentiation
3015	STAT5A	Th1 and Th2 cell differentiation
3016	STAT6	Th1 and Th2 cell differentiation
3017	GATA3	Th1 and Th2 cell differentiation
3018	MAF	Th1 and Th2 cell differentiation
3019	JAG1	Th1 and Th2 cell differentiation
3020	PRKCQ	Th1 and Th2 cell differentiation
3021	NOTCH3	Th1 and Th2 cell differentiation
3022	JAK1	Th1 and Th2 cell differentiation
3023	JAK2	Th1 and Th2 cell differentiation
3024	TYK2	Th1 and Th2 cell differentiation
3025	RUNX3	Th1 and Th2 cell differentiation
3026	CD247	Th1 and Th2 cell differentiation
3027	PLCG1	Th1 and Th2 cell differentiation
3028	NFKBIA	Th1 and Th2 cell differentiation
3029	IL5	Th1 and Th2 cell differentiation
3030	IL13	Th1 and Th2 cell differentiation
3031	NOTCH1	Th1 and Th2 cell differentiation
3032	IL1B	Th17 cell differentiation
3033	TGFB1	Th17 cell differentiation
3034	TGFBR1	Th17 cell differentiation
3035	IL2RG	Th17 cell differentiation
3036	IL6R	Th17 cell differentiation
3037	LCK	Th17 cell differentiation
3038	ZAP70	Th17 cell differentiation
3039	LAT	Th17 cell differentiation
3040	IL27RA	Th17 cell differentiation
3041	IFNGR1	Th17 cell differentiation
3042	IL2RA	Th17 cell differentiation
3043	CD4	Th17 cell differentiation
3044	MAPK14	Th17 cell differentiation
3045	MTOR	Th17 cell differentiation
3046	SMAD2	Th17 cell differentiation
3047	STAT3	Th17 cell differentiation
3048	NFATC1	Th17 cell differentiation
3049	STAT6	Th17 cell differentiation
3050	STAT1	Th17 cell differentiation
3051	RUNX1	Th17 cell differentiation
3052	RORC	Th17 cell differentiation
3053	STAT5A	Th17 cell differentiation
3054	FOXP3	Th17 cell differentiation
3055	CHUK	Th17 cell differentiation
3056	MAPK1	Th17 cell differentiation
3057	MAPK8	Th17 cell differentiation
3058	PPP3CA	Th17 cell differentiation
3059	CCN1	Th17 cell differentiation
3060	IL1R1	Th17 cell differentiation
3061	GATA3	Th17 cell differentiation
3062	TBX21	Th17 cell differentiation
3063	PLCG1	Th17 cell differentiation
3064	IRF4	Th17 cell differentiation
3065	RORA	Th17 cell differentiation
3066	ROR1	Th17 cell differentiation
3067	ROR2	Th17 cell differentiation
3068	HIF1A	Th17 cell differentiation
3069	IL17A	Th17 cell differentiation
3070	IL17F	Th17 cell differentiation
3071	IL21	Th17 cell differentiation
3072	IL22	Th17 cell differentiation
3073	NFKBIA	Th17 cell differentiation
3074	FOS	Th17 cell differentiation
3075	JUN	Th17 cell differentiation
3076	TRADD	IL-17 signaling pathway
3077	FADD	IL-17 signaling pathway
3078	TRAF3IP2	IL-17 signaling pathway
3079	MAPK14	IL-17 signaling pathway
3080	TRAF6	IL-17 signaling pathway
3081	NFKB1	IL-17 signaling pathway
3082	FOS	IL-17 signaling pathway
3083	CEBPB	IL-17 signaling pathway
3084	IKBKE	IL-17 signaling pathway
3085	TBK1	IL-17 signaling pathway
3086	MAPK1	IL-17 signaling pathway
3087	GSK3B	IL-17 signaling pathway
3088	TRAF4	IL-17 signaling pathway
3089	USP25	IL-17 signaling pathway
3090	USP21	IL-17 signaling pathway
3091	CASP3	IL-17 signaling pathway
3092	IL17A	IL-17 signaling pathway
3093	IL17RA	IL-17 signaling pathway
3094	IL4	IL-17 signaling pathway
3095	IL5	IL-17 signaling pathway
3096	IL13	IL-17 signaling pathway
3097	CCL17	IL-17 signaling pathway
3098	CCL11	IL-17 signaling pathway
3099	CXCL1	IL-17 signaling pathway
3100	CXCL6	IL-17 signaling pathway
3101	CXCL8	IL-17 signaling pathway
3102	CXCL10	IL-17 signaling pathway
3103	C7	IL-17 signaling pathway
3104	CCL2	IL-17 signaling pathway
3105	CCL7	IL-17 signaling pathway
3106	CCL20	IL-17 signaling pathway
3107	IL6	IL-17 signaling pathway
3108	HGF	IL-17 signaling pathway
3109	TNF	IL-17 signaling pathway
3110	PTGS2	IL-17 signaling pathway
3111	CSF3	IL-17 signaling pathway
3112	CSF2	IL-17 signaling pathway
3113	DEFB4B	IL-17 signaling pathway
3114	MUC5AC	IL-17 signaling pathway
3115	MUC5B	IL-17 signaling pathway
3116	S100A7A	IL-17 signaling pathway
3117	S100A8	IL-17 signaling pathway
3118	MIF	IL-17 signaling pathway
3119	S100A9	IL-17 signaling pathway
3120	LCN2	IL-17 signaling pathway
3121	MMP1	IL-17 signaling pathway
3122	CLGN	IL-17 signaling pathway
3123	MMP3	IL-17 signaling pathway
3124	MMP9	IL-17 signaling pathway
3125	MMP13	IL-17 signaling pathway
3126	IL1B	IL-17 signaling pathway
3127	IFNG	IL-17 signaling pathway
3128	NFKBIA	IL-17 signaling pathway
3129	PTPN6	B cell receptor signaling pathway
3130	PLCG2	B cell receptor signaling pathway
3131	BLNK	B cell receptor signaling pathway
3132	INPP5D	B cell receptor signaling pathway
3133	IGHV4-38-2	B cell receptor signaling pathway
3134	LYN	B cell receptor signaling pathway
3135	SYK	B cell receptor signaling pathway
3136	CD19	B cell receptor signaling pathway
3137	AKT3	B cell receptor signaling pathway
3138	NFKBIA	B cell receptor signaling pathway
3139	PIK3CA	B cell receptor signaling pathway
3140	BTK	B cell receptor signaling pathway
3141	RASGRP3	B cell receptor signaling pathway
3142	PPP3CA	B cell receptor signaling pathway
3143	CCN1	B cell receptor signaling pathway
3144	HRAS	B cell receptor signaling pathway
3145	PIK3AP1	B cell receptor signaling pathway
3146	GRB2	B cell receptor signaling pathway
3147	SOS1	B cell receptor signaling pathway
3148	HGF	B cell receptor signaling pathway
3149	RAF1	B cell receptor signaling pathway
3150	MAP2K1	B cell receptor signaling pathway
3151	MAPK1	B cell receptor signaling pathway
3152	PRKCB	B cell receptor signaling pathway
3153	DAPP1	B cell receptor signaling pathway
3154	IKBKB	B cell receptor signaling pathway
3155	CD22	B cell receptor signaling pathway
3156	CD72	B cell receptor signaling pathway
3157	FCGR2B	B cell receptor signaling pathway
3158	FCGR2C	B cell receptor signaling pathway
3159	CD79A	B cell receptor signaling pathway
3160	CD79B	B cell receptor signaling pathway
3161	GSK3B	B cell receptor signaling pathway
3162	NFKB1	B cell receptor signaling pathway
3163	NFATC1	B cell receptor signaling pathway
3164	FOS	B cell receptor signaling pathway
3165	CARD11	B cell receptor signaling pathway
3166	RAC1	B cell receptor signaling pathway
3167	PIK3CA	Fc epsilon RI signaling pathway
3168	PLCG1	Fc epsilon RI signaling pathway
3169	LYN	Fc epsilon RI signaling pathway
3170	BTK	Fc epsilon RI signaling pathway
3171	SYK	Fc epsilon RI signaling pathway
3172	MAP2K1	Fc epsilon RI signaling pathway
3173	FYN	Fc epsilon RI signaling pathway
3174	SLK	Fc epsilon RI signaling pathway
3175	PDPK1	Fc epsilon RI signaling pathway
3176	PDK1	Fc epsilon RI signaling pathway
3177	PDPK2P	Fc epsilon RI signaling pathway
3178	RAC1	Fc epsilon RI signaling pathway
3179	MAP2K7	Fc epsilon RI signaling pathway
3180	MAP2K3	Fc epsilon RI signaling pathway
3181	LCP2	Fc epsilon RI signaling pathway
3182	LAT	Fc epsilon RI signaling pathway
3183	GRB2	Fc epsilon RI signaling pathway
3184	SOS1	Fc epsilon RI signaling pathway
3185	HGF	Fc epsilon RI signaling pathway
3186	HRAS	Fc epsilon RI signaling pathway
3187	KRAS	Fc epsilon RI signaling pathway
3188	RAF1	Fc epsilon RI signaling pathway
3189	MAPK1	Fc epsilon RI signaling pathway
3190	GAB2	Fc epsilon RI signaling pathway
3191	PRKCA	Fc epsilon RI signaling pathway
3192	PRKACA	Fc epsilon RI signaling pathway
3193	MS4A2	Fc epsilon RI signaling pathway
3194	MS4A1	Fc epsilon RI signaling pathway
3195	FCER1G	Fc epsilon RI signaling pathway
3196	AKT3	Fc epsilon RI signaling pathway
3197	MAPK8	Fc epsilon RI signaling pathway
3198	MAPK14	Fc epsilon RI signaling pathway
3199	PLA2G4B	Fc epsilon RI signaling pathway
3200	IGHV4-38-2	Fc gamma R-mediated phagocytosis
3201	HCK	Fc gamma R-mediated phagocytosis
3202	FCGR1A	Fc gamma R-mediated phagocytosis
3203	FCGR2A	Fc gamma R-mediated phagocytosis
3204	FCGR3A	Fc gamma R-mediated phagocytosis
3205	PTPRC	Fc gamma R-mediated phagocytosis
3206	SYK	Fc gamma R-mediated phagocytosis
3207	AKT3	Fc gamma R-mediated phagocytosis
3208	PIK3CA	Fc gamma R-mediated phagocytosis
3209	PRKCD	Fc gamma R-mediated phagocytosis
3210	RAF1	Fc gamma R-mediated phagocytosis
3211	MAP2K1	Fc gamma R-mediated phagocytosis
3212	MAPK1	Fc gamma R-mediated phagocytosis
3213	PRKCA	Fc gamma R-mediated phagocytosis
3214	PLD1	Fc gamma R-mediated phagocytosis
3215	WAS	Fc gamma R-mediated phagocytosis
3216	WASF2	Fc gamma R-mediated phagocytosis
3217	RAC1	Fc gamma R-mediated phagocytosis
3218	PAK1	Fc gamma R-mediated phagocytosis
3219	LIMK1	Fc gamma R-mediated phagocytosis
3220	ASAP1	Fc gamma R-mediated phagocytosis
3221	DOCK1	Fc gamma R-mediated phagocytosis
3222	ARF6	Fc gamma R-mediated phagocytosis
3223	GAB2	Fc gamma R-mediated phagocytosis
3224	LAT	Fc gamma R-mediated phagocytosis
3225	FCGR2B	Fc gamma R-mediated phagocytosis
3226	FCGR2C	Fc gamma R-mediated phagocytosis
3227	CRK	Fc gamma R-mediated phagocytosis
3228	RPS6KB1	Fc gamma R-mediated phagocytosis
3229	PLCG1	Fc gamma R-mediated phagocytosis
3230	MARCKS	Fc gamma R-mediated phagocytosis
3231	PLA2G4B	Fc gamma R-mediated phagocytosis
3232	PLA2G6	Fc gamma R-mediated phagocytosis
3233	NCF1	Fc gamma R-mediated phagocytosis
3234	SPHK2	Fc gamma R-mediated phagocytosis
3235	ARPC5	Fc gamma R-mediated phagocytosis
3236	PIP5K1C	Fc gamma R-mediated phagocytosis
3237	CFL1	Fc gamma R-mediated phagocytosis
3238	INPP5D	Fc gamma R-mediated phagocytosis
3239	GNAI1	Leukocyte transendothelial migration
3240	PLCG1	Leukocyte transendothelial migration
3241	CD99	Leukocyte transendothelial migration
3242	PECAM1	Leukocyte transendothelial migration
3243	CDH5	Leukocyte transendothelial migration
3244	CTNNA1	Leukocyte transendothelial migration
3245	ACTB	Leukocyte transendothelial migration
3246	CXCR4	Leukocyte transendothelial migration
3247	LAP3	Leukocyte transendothelial migration
3248	CXCL12	Leukocyte transendothelial migration
3249	VCAM1	Leukocyte transendothelial migration
3250	MSN	Leukocyte transendothelial migration
3251	PIK3CA	Leukocyte transendothelial migration
3252	RHOA	Leukocyte transendothelial migration
3253	ROCK1	Leukocyte transendothelial migration
3254	ICAM1	Leukocyte transendothelial migration
3255	PRKCA	Leukocyte transendothelial migration
3256	MYL12B	Leukocyte transendothelial migration
3257	THY1	Leukocyte transendothelial migration
3258	ARHGAP35	Leukocyte transendothelial migration
3259	CLDN24	Leukocyte transendothelial migration
3260	RAP1A	Leukocyte transendothelial migration
3261	RAPGEF3	Leukocyte transendothelial migration
3262	CTNNB1	Leukocyte transendothelial migration
3263	CTNND1	Leukocyte transendothelial migration
3264	ITK	Leukocyte transendothelial migration
3265	PTK2B	Leukocyte transendothelial migration
3266	PTK2	Leukocyte transendothelial migration
3267	PXN	Leukocyte transendothelial migration
3268	BCAR1	Leukocyte transendothelial migration
3269	RAC1	Leukocyte transendothelial migration
3270	AFDN	Leukocyte transendothelial migration
3271	SIPA1	Leukocyte transendothelial migration
3272	CD80	Intestinal immune network for IgA production
3273	TNFSF13	Intestinal immune network for IgA production
3274	TNFSF13B	Intestinal immune network for IgA production
3275	DTL	Intestinal immune network for IgA production
3276	CD40LG	Intestinal immune network for IgA production
3277	CXCL12	Intestinal immune network for IgA production
3278	CCL28	Intestinal immune network for IgA production
3279	CCL25	Intestinal immune network for IgA production
3280	MADCAM1	Intestinal immune network for IgA production
3281	LTBR	Intestinal immune network for IgA production
3282	IL15	Intestinal immune network for IgA production
3283	CD28	Intestinal immune network for IgA production
3284	TNFRSF13B	Intestinal immune network for IgA production
3285	TNFRSF17	Intestinal immune network for IgA production
3286	TNFRSF13C	Intestinal immune network for IgA production
3287	CD40	Intestinal immune network for IgA production
3288	CXCR4	Intestinal immune network for IgA production
3289	LAP3	Intestinal immune network for IgA production
3290	CCR10	Intestinal immune network for IgA production
3291	CCR9	Intestinal immune network for IgA production
3292	ITGA4	Intestinal immune network for IgA production
3293	MAP3K14	Intestinal immune network for IgA production
3294	IL15RA	Intestinal immune network for IgA production
3295	CCL26	Chemokine signaling pathway
3296	CXCR6	Chemokine signaling pathway
3297	JAK2	Chemokine signaling pathway
3298	GNAI1	Chemokine signaling pathway
3299	ADCY1	Chemokine signaling pathway
3300	FGR	Chemokine signaling pathway
3301	SHC2	Chemokine signaling pathway
3302	GRB2	Chemokine signaling pathway
3303	SOS1	Chemokine signaling pathway
3304	HGF	Chemokine signaling pathway
3305	HRAS	Chemokine signaling pathway
3306	RAF1	Chemokine signaling pathway
3307	MAP2K1	Chemokine signaling pathway
3308	PIK3CA	Chemokine signaling pathway
3309	PRKCZ	Chemokine signaling pathway
3310	AKT3	Chemokine signaling pathway
3311	CHUK	Chemokine signaling pathway
3312	NFKBIA	Chemokine signaling pathway
3313	RAC1	Chemokine signaling pathway
3314	CDC42	Chemokine signaling pathway
3315	RHOA	Chemokine signaling pathway
3316	PREX1	Chemokine signaling pathway
3317	GNB5	Chemokine signaling pathway
3318	PTK2B	Chemokine signaling pathway
3319	PTK2	Chemokine signaling pathway
3320	BCAR1	Chemokine signaling pathway
3321	RASGRP2	Chemokine signaling pathway
3322	RAP1A	Chemokine signaling pathway
3323	TIAM1	Chemokine signaling pathway
3324	PLCB1	Chemokine signaling pathway
3325	PRKCB	Chemokine signaling pathway
3326	ARRB1	Chemokine signaling pathway
3327	GRK7	Chemokine signaling pathway
3328	PIK3R6	Chemokine signaling pathway
3329	GNAQ	Chemokine signaling pathway
3330	CMC1	Chemokine signaling pathway
3331	STAT1	Chemokine signaling pathway
